ORGANIZATION_NAME,SECTOR,OCCUPIED_BEDS,UNOCCUPIED_BEDS
Homes First Society,Mixed Adult,37,0
Homes First Society,Mixed Adult,37,0
Homes First Society,Mixed Adult,37,0
Homes First Society,Mixed Adult,37,0
Homes First Society,Mixed Adult,37,0
Homes First Society,Mixed Adult,37,0
Homes First Society,Mixed Adult,36,0
Homes First Society,Mixed Adult,36,0
Homes First Society,Mixed Adult,36,0
Homes First Society,Mixed Adult,36,0
Homes First Society,Mixed Adult,34,0
Homes First Society,Mixed Adult,33,0
Homes First Society,Mixed Adult,33,0
Homes First Society,Mixed Adult,33,0
Homes First Society,Mixed Adult,32,0
Homes First Society,Mixed Adult,32,0
Homes First Society,Mixed Adult,31,0
Homes First Society,Mixed Adult,25,0
Homes First Society,Mixed Adult,87,0
Homes First Society,Mixed Adult,87,0
Homes First Society,Mixed Adult,87,0
Homes First Society,Mixed Adult,87,0
Homes First Society,Mixed Adult,87,0
Homes First Society,Mixed Adult,87,0
Homes First Society,Mixed Adult,87,0
Homes First Society,Mixed Adult,87,0
Homes First Society,Mixed Adult,87,0
Homes First Society,Mixed Adult,87,0
Homes First Society,Mixed Adult,87,0
Homes First Society,Mixed Adult,87,0
Homes First Society,Mixed Adult,86,0
Homes First Society,Mixed Adult,86,0
Homes First Society,Mixed Adult,86,0
Homes First Society,Mixed Adult,86,0
Homes First Society,Mixed Adult,86,0
Homes First Society,Mixed Adult,86,0
Homes First Society,Mixed Adult,86,0
Homes First Society,Mixed Adult,86,0
Homes First Society,Mixed Adult,86,0
Homes First Society,Mixed Adult,86,0
Homes First Society,Mixed Adult,86,0
Homes First Society,Mixed Adult,86,0
Homes First Society,Mixed Adult,86,0
Homes First Society,Mixed Adult,86,0
Homes First Society,Mixed Adult,86,0
Homes First Society,Mixed Adult,85,0
Homes First Society,Mixed Adult,85,0
Homes First Society,Mixed Adult,85,0
Homes First Society,Mixed Adult,85,0
Homes First Society,Mixed Adult,85,0
Homes First Society,Mixed Adult,85,0
Homes First Society,Mixed Adult,85,0
Homes First Society,Mixed Adult,85,0
Homes First Society,Mixed Adult,85,0
Homes First Society,Mixed Adult,84,0
Homes First Society,Mixed Adult,84,0
Homes First Society,Mixed Adult,84,0
Homes First Society,Mixed Adult,84,0
Homes First Society,Mixed Adult,83,0
Homes First Society,Mixed Adult,83,0
Homes First Society,Mixed Adult,83,0
Homes First Society,Mixed Adult,83,0
Homes First Society,Mixed Adult,83,0
Homes First Society,Mixed Adult,83,0
Homes First Society,Mixed Adult,82,0
Homes First Society,Mixed Adult,81,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Society of St.Vincent De Paul,Women,30,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Men,278,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,132,0
Homes First Society,Women,131,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,6,0
Homes First Society,Men,5,0
Homes First Society,Men,5,0
Homes First Society,Men,5,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Men,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Women,4,0
Homes First Society,Men,3,0
Homes First Society,Women,3,0
Homes First Society,Men,3,0
Homes First Society,Women,3,0
Homes First Society,Men,3,0
Homes First Society,Women,3,0
Homes First Society,Men,3,0
Homes First Society,Women,3,0
Homes First Society,Women,3,0
Homes First Society,Women,3,0
Homes First Society,Men,2,0
Homes First Society,Women,2,0
Homes First Society,Women,2,0
Homes First Society,Women,2,0
Homes First Society,Men,1,0
Homes First Society,Women,1,0
Homes First Society,Men,1,0
Dixon Hall,Mixed Adult,46,0
Dixon Hall,Mixed Adult,46,0
Dixon Hall,Mixed Adult,46,0
Dixon Hall,Mixed Adult,46,0
Dixon Hall,Mixed Adult,46,0
Dixon Hall,Mixed Adult,46,0
Dixon Hall,Mixed Adult,46,0
Dixon Hall,Mixed Adult,46,0
Dixon Hall,Mixed Adult,46,0
Dixon Hall,Mixed Adult,42,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,40,0
Eva's Initiatives,Youth,39,0
Eva's Initiatives,Youth,39,0
Eva's Initiatives,Youth,39,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,62,0
Dixon Hall,Mixed Adult,61,0
Dixon Hall,Mixed Adult,61,0
Dixon Hall,Mixed Adult,61,0
Dixon Hall,Mixed Adult,61,0
Dixon Hall,Mixed Adult,61,0
Dixon Hall,Mixed Adult,61,0
Dixon Hall,Mixed Adult,61,0
Dixon Hall,Mixed Adult,61,0
Dixon Hall,Mixed Adult,61,0
Dixon Hall,Mixed Adult,61,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Kennedy House Youth Services,Youth,23,0
Society of St.Vincent De Paul,Women,24,0
Society of St.Vincent De Paul,Women,24,0
Society of St.Vincent De Paul,Women,24,0
Society of St.Vincent De Paul,Women,24,0
Society of St.Vincent De Paul,Women,24,0
Society of St.Vincent De Paul,Women,24,0
Society of St.Vincent De Paul,Women,24,0
Society of St.Vincent De Paul,Women,24,0
Society of St.Vincent De Paul,Women,24,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
Society of St.Vincent De Paul,Women,20,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,52,0
The Salvation Army of Canada,Men,51,0
The Salvation Army of Canada,Men,51,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,31,0
YWCA Toronto,Youth,31,0
YWCA Toronto,Women,30,0
YWCA Toronto,Women,30,0
YWCA Toronto,Women,30,0
YWCA Toronto,Women,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Margaret's Housing and Community Support Services,Mixed Adult,30,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Fife House Foundation,Mixed Adult,10,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
