ORGANIZATION_NAME,SECTOR,OCCUPIED_BEDS,UNOCCUPIED_BEDS
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
City of Toronto,Men,62,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,86,0
The Salvation Army of Canada,Women,85,0
The Salvation Army of Canada,Women,85,0
The Salvation Army of Canada,Women,85,0
The Salvation Army of Canada,Women,85,0
The Salvation Army of Canada,Women,85,0
The Salvation Army of Canada,Women,85,0
The Salvation Army of Canada,Women,85,0
The Salvation Army of Canada,Women,85,0
The Salvation Army of Canada,Women,85,0
The Salvation Army of Canada,Women,85,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,41,0
Society of St.Vincent De Paul,Women,32,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Society of St.Vincent De Paul,Women,31,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,33,0
Youth Without Shelter,Youth,20,0
Youth Without Shelter,Youth,20,0
Youth Without Shelter,Youth,20,0
Youth Without Shelter,Youth,20,0
Youth Without Shelter,Youth,20,0
Youth Without Shelter,Youth,20,0
Youth Without Shelter,Youth,20,0
Youth Without Shelter,Youth,20,0
Youth Without Shelter,Youth,20,0
Youth Without Shelter,Youth,20,0
Youth Without Shelter,Youth,20,0
Youth Without Shelter,Youth,20,0
Youth Without Shelter,Youth,20,0
Youth Without Shelter,Youth,20,0
Youth Without Shelter,Youth,20,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Men,46,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
The Salvation Army of Canada,Women,37,0
Homes First Society,Mixed Adult,20,0
Homes First Society,Mixed Adult,20,0
Homes First Society,Mixed Adult,20,0
Homes First Society,Mixed Adult,20,0
Homes First Society,Mixed Adult,20,0
Homes First Society,Mixed Adult,20,0
Homes First Society,Mixed Adult,20,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,19,0
Homes First Society,Mixed Adult,18,0
Homes First Society,Mixed Adult,18,0
Homes First Society,Mixed Adult,18,0
Homes First Society,Mixed Adult,18,0
Homes First Society,Mixed Adult,18,0
Homes First Society,Mixed Adult,18,0
Homes First Society,Mixed Adult,18,0
Homes First Society,Mixed Adult,18,0
Homes First Society,Mixed Adult,18,0
Homes First Society,Mixed Adult,18,0
Homes First Society,Mixed Adult,18,0
Homes First Society,Mixed Adult,18,0
Homes First Society,Mixed Adult,17,0
Homes First Society,Mixed Adult,17,0
Homes First Society,Mixed Adult,17,0
Homes First Society,Mixed Adult,17,0
Homes First Society,Mixed Adult,17,0
Homes First Society,Mixed Adult,17,0
Homes First Society,Mixed Adult,17,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
Women's Hostels Inc.,Women,12,0
