PROPERTY TYPE,YEAR BUILT,CONFIRMED UNITS,CURRENT BUILDING EVAL SCORE,LATITUDE,LONGITUDE
PRIVATE,1979,372,90,43.7812935158,-79.450030785
PRIVATE,1979,238,90,43.807671204,-79.271262134
TCHC,1980,155,90,43.658579323,-79.370659613
SOCIAL HOUSING,1983,174,90,43.6779324239,-79.3299297782
TCHC,1984,192,90,43.671910844,-79.38519572
TCHC,1984,179,90,43.7312483321,-79.6118048951
TCHC,1985,145,90,43.6591023749,-79.3763412035
SOCIAL HOUSING,1986,104,90,43.7317363097,-79.6140657224
SOCIAL HOUSING,1988,25,90,43.663437479,-79.373585563
SOCIAL HOUSING,1995,24,90,43.6890657377,-79.4960622799
PRIVATE,2006,232,90,43.7753760756,-79.3407074848
PRIVATE,2013,62,90,43.717812062,-79.330538523
PRIVATE,1905,18,91,43.653182785,-79.429268774
PRIVATE,1920,16,91,43.682089803,-79.422328611
PRIVATE,1925,18,91,43.680405146,-79.399282271
PRIVATE,1927,19,91,43.68917555,-79.411401114
PRIVATE,1930,23,91,43.713358222,-79.398875082
PRIVATE,1934,46,91,43.693696206,-79.396743559
PRIVATE,1940,33,91,43.705869232,-79.401343877
PRIVATE,1945,11,91,43.758770542,-79.404411871
PRIVATE,1950,62,91,43.6150903921,-79.4868989887
PRIVATE,1950,60,91,43.740401247,-79.4209043268
PRIVATE,1952,41,91,43.696978593,-79.404812013
PRIVATE,1953,26,91,43.7209195951,-79.432960657
PRIVATE,1954,22,91,43.6835075066,-79.4830125811
PRIVATE,1954,11,91,43.687387146,-79.283618564
PRIVATE,1954,63,91,43.7180269,-79.401034541
PRIVATE,1954,11,91,43.7197822126,-79.4809670632
PRIVATE,1955,29,91,43.6500598617,-79.4285544502
TCHC,1955,20,91,43.706344038,-79.4898898343
TCHC,1955,13,91,43.7064506482,-79.4893217524
PRIVATE,1956,50,91,43.6778956947,-79.3088113763
PRIVATE,1956,22,91,43.7387840807,-79.3424492566
PRIVATE,1957,21,91,43.6403042877,-79.4914484566
PRIVATE,1958,45,91,43.6123424282,-79.4891538112
PRIVATE,1958,27,91,43.6891811387,-79.3538144471
PRIVATE,1958,10,91,43.7234871181,-79.2660288594
PRIVATE,1960,43,91,43.6382286578,-79.4382671328
PRIVATE,1960,60,91,43.639553376,-79.509024033
PRIVATE,1960,71,91,43.6662506335,-79.3798674479
PRIVATE,1960,132,91,43.695541815,-79.296047547
PRIVATE,1960,61,91,43.7127945342,-79.2713034993
PRIVATE,1960,73,91,43.716209724,-79.557077624
PRIVATE,1960,42,91,43.7206156071,-79.5067407742
PRIVATE,1960,82,91,43.72169915,-79.500329532
PRIVATE,1960,36,91,43.721761981,-79.499653541
PRIVATE,1960,118,91,43.7306169901,-79.271727231
PRIVATE,1960,11,91,43.735513832,-79.484593132
PRIVATE,1960,33,91,43.736808651,-79.446539403
PRIVATE,1960,40,91,43.742991631,-79.487132131
PRIVATE,1961,55,91,43.729295625,-79.340139051
PRIVATE,1962,38,91,43.6382045659,-79.4931680835
PRIVATE,1962,100,91,43.639820653,-79.4374576953
PRIVATE,1962,59,91,43.648859107,-79.568021211
PRIVATE,1962,30,91,43.7242519745,-79.2657615108
PRIVATE,1963,57,91,43.7096507139,-79.3826287128
PRIVATE,1963,91,91,43.759908428,-79.3335295503
PRIVATE,1964,239,91,43.670488769,-79.371608932
PRIVATE,1964,65,91,43.6861001378,-79.2821331164
PRIVATE,1965,48,91,43.6364200969,-79.4289537195
PRIVATE,1965,131,91,43.666995001,-79.406173702
PRIVATE,1965,214,91,43.7046374432,-79.440751474
PRIVATE,1965,18,91,43.7155061026,-79.3912414634
PRIVATE,1965,11,91,43.7395217352,-79.342024827
PRIVATE,1965,68,91,43.7413605871,-79.2245308289
PRIVATE,1965,263,91,43.754645001,-79.333436109
PRIVATE,1965,287,91,43.77494536,-79.344585933
PRIVATE,1966,82,91,43.639211983,-79.557274574
PRIVATE,1966,118,91,43.666302583,-79.37532155
PRIVATE,1966,70,91,43.7346398069,-79.3419288019
PRIVATE,1967,25,91,43.610859495,-79.550105854
PRIVATE,1967,181,91,43.695934451,-79.548620626
PRIVATE,1967,315,91,43.7032633519,-79.4410303906
PRIVATE,1967,216,91,43.7741358989,-79.3429451779
PRIVATE,1967,295,91,43.774364871,-79.231567533
PRIVATE,1968,68,91,43.6935553458,-79.447286922
PRIVATE,1968,285,91,43.6965267454,-79.2862044067
PRIVATE,1968,30,91,43.7134790514,-79.2732946837
PRIVATE,1968,278,91,43.716007499,-79.3362261
PRIVATE,1969,245,91,43.686997323,-79.391011464
PRIVATE,1970,65,91,43.71093654,-79.398471241
PRIVATE,1970,229,91,43.7264666233,-79.4864218597
PRIVATE,1970,206,91,43.7880141404,-79.3320111395
PRIVATE,1971,77,91,43.648974484,-79.526198661
PRIVATE,1971,419,91,43.68782754,-79.503471493
TCHC,1971,178,91,43.7927282049,-79.3578376974
TCHC,1972,99,91,43.7671070711,-79.1850076952
PRIVATE,1974,76,91,43.7080949776,-79.4275758961
PRIVATE,1974,61,91,43.7117373497,-79.2708469323
PRIVATE,1974,84,91,43.7614984852,-79.3630422116
PRIVATE,1975,419,91,43.667643942,-79.383679432
PRIVATE,1977,72,91,43.634755045,-79.435435459
PRIVATE,1977,300,91,43.668558227,-79.374829965
TCHC,1977,99,91,43.6847713094,-79.4220013405
TCHC,1979,180,91,43.650231675,-79.391500138
TCHC,1979,275,91,43.793883909,-79.351291535
TCHC,1980,260,91,43.664421836,-79.37226324
TCHC,1981,266,91,43.708023913,-79.394575153
TCHC,1982,251,91,43.648589687,-79.366782746
TCHC,1983,166,91,43.646717897,-79.374036398
TCHC,1983,255,91,43.689240474,-79.492501015
PRIVATE,1986,171,91,43.6566534832,-79.4636905093
SOCIAL HOUSING,1989,119,91,43.7317348465,-79.5986539334
SOCIAL HOUSING,1989,164,91,43.7528909884,-79.4382283415
SOCIAL HOUSING,1990,208,91,43.6634553526,-79.5037202734
TCHC,1991,139,91,43.651211633,-79.390479351
SOCIAL HOUSING,1992,21,91,43.798928736,-79.149462154
SOCIAL HOUSING,1993,42,91,43.675421215,-79.413941928
SOCIAL HOUSING,1993,127,91,43.706341783,-79.396911955
SOCIAL HOUSING,1993,243,91,43.7470832962,-79.2854390765
SOCIAL HOUSING,1995,138,91,43.656507705,-79.378143229
PRIVATE,2007,55,91,43.669438916,-79.405207226
PRIVATE,2008,19,91,43.661847513,-79.429314532
TCHC,2009,159,91,43.660500875,-79.36342677
SOCIAL HOUSING,1885,28,92,43.656179273,-79.40360132
SOCIAL HOUSING,1891,16,92,43.663410889,-79.361416269
PRIVATE,1920,24,92,43.6862874018,-79.4225082434
PRIVATE,1920,32,92,43.6868381071,-79.4220275431
PRIVATE,1926,25,92,43.6874952579,-79.3985597973
PRIVATE,1929,32,92,43.6842251422,-79.4217235507
PRIVATE,1932,24,92,43.6849625997,-79.4194565721
PRIVATE,1945,11,92,43.758631647,-79.405405385
PRIVATE,1950,11,92,43.6117781476,-79.4895548881
PRIVATE,1950,10,92,43.731057278,-79.4337815
PRIVATE,1950,11,92,43.739344531,-79.3421666276
PRIVATE,1950,12,92,43.7603575234,-79.4631757419
PRIVATE,1952,26,92,43.6092734269,-79.4898141501
PRIVATE,1952,26,92,43.6093290014,-79.4885909687
PRIVATE,1952,37,92,43.6101831739,-79.4899009077
PRIVATE,1952,13,92,43.662380425,-79.521303659
PRIVATE,1954,12,92,43.7102443852,-79.4780441622
PRIVATE,1954,54,92,43.7354870834,-79.3066470427
PRIVATE,1955,13,92,43.592625398,-79.528050439
PRIVATE,1955,130,92,43.6884054492,-79.4358516608
PRIVATE,1955,22,92,43.7239351487,-79.4303884781
PRIVATE,1955,30,92,43.7280385906,-79.298841109
PRIVATE,1955,52,92,43.7282648735,-79.3058539405
PRIVATE,1956,52,92,43.759693301,-79.289071527
PRIVATE,1957,81,92,43.6416349795,-79.47294432
PRIVATE,1957,18,92,43.681900098,-79.405861723
PRIVATE,1957,235,92,43.695475395,-79.39853936
PRIVATE,1957,28,92,43.696215068,-79.475727208
PRIVATE,1958,35,92,43.721505648,-79.500811716
PRIVATE,1958,79,92,43.7281374387,-79.2656668508
PRIVATE,1959,41,92,43.589434868,-79.544657833
PRIVATE,1959,70,92,43.7030025746,-79.4254211861
PRIVATE,1959,24,92,43.7092676432,-79.2670048703
PRIVATE,1959,34,92,43.731860222,-79.437462746
PRIVATE,1960,133,92,43.6169356849,-79.4866758705
PRIVATE,1960,80,92,43.636950344,-79.43560797
PRIVATE,1960,92,92,43.663298218,-79.373807891
PRIVATE,1960,62,92,43.688002772,-79.420528429
PRIVATE,1960,39,92,43.7023772418,-79.439257763
PRIVATE,1960,65,92,43.7048987763,-79.5296017204
PRIVATE,1960,28,92,43.7105768969,-79.2702122358
PRIVATE,1960,44,92,43.729940785,-79.468234305
PRIVATE,1960,57,92,43.7335331794,-79.2693313625
PRIVATE,1960,58,92,43.741815421,-79.4356700472
PRIVATE,1960,92,92,43.7425445347,-79.5934989026
PRIVATE,1962,92,92,43.639059421,-79.471537005
TCHC,1962,115,92,43.7029523574,-79.2810286285
PRIVATE,1962,112,92,43.749760836,-79.550868013
PRIVATE,1962,70,92,43.759036474,-79.231672415
PRIVATE,1962,101,92,43.7604036514,-79.3924866908
PRIVATE,1963,162,92,43.705600128,-79.395221028
PRIVATE,1963,76,92,43.7371481492,-79.3412586289
TCHC,1964,299,92,43.655849077,-79.367907347
PRIVATE,1964,213,92,43.6898019641,-79.3535830039
PRIVATE,1964,171,92,43.695514613,-79.547766738
PRIVATE,1965,152,92,43.6301975537,-79.5798906401
PRIVATE,1965,230,92,43.655223679,-79.464807315
PRIVATE,1965,89,92,43.684495214,-79.4010047716
PRIVATE,1965,26,92,43.688894585,-79.352727757
PRIVATE,1965,61,92,43.694473525,-79.563528031
PRIVATE,1965,69,92,43.7657548154,-79.4437096635
PRIVATE,1967,201,92,43.7129086078,-79.2474811669
PRIVATE,1967,174,92,43.751490726,-79.2033413635
PRIVATE,1967,151,92,43.7615247984,-79.5177662952
PRIVATE,1967,141,92,43.7661120765,-79.200010227
PRIVATE,1968,226,92,43.658994583,-79.430040338
PRIVATE,1968,33,92,43.690536061,-79.344338641
PRIVATE,1968,49,92,43.696913551,-79.549832217
PRIVATE,1968,48,92,43.698071535,-79.391348866
PRIVATE,1968,124,92,43.75125271,-79.332754959
PRIVATE,1968,83,92,43.7939825101,-79.4198227886
PRIVATE,1969,201,92,43.654717824,-79.465281617
PRIVATE,1969,218,92,43.656787584,-79.466157347
PRIVATE,1969,163,92,43.687585593,-79.392430262
PRIVATE,1969,149,92,43.7751212941,-79.3490805112
PRIVATE,1970,45,92,43.685713025,-79.407513555
PRIVATE,1970,61,92,43.723806203,-79.492097765
PRIVATE,1970,109,92,43.7522915804,-79.51363863
PRIVATE,1970,202,92,43.7890444892,-79.4476519388
PRIVATE,1972,105,92,43.7620164362,-79.2173016754
PRIVATE,1972,165,92,43.7707432757,-79.1878549542
PRIVATE,1972,120,92,43.787093865,-79.467715903
PRIVATE,1972,206,92,43.7874657527,-79.331069436
PRIVATE,1972,265,92,43.7878204,-79.197530467
TCHC,1973,301,92,43.6555922823,-79.3695219097
PRIVATE,1974,131,92,43.770560291,-79.521405658
PRIVATE,1974,175,92,43.7934585291,-79.315225557
TCHC,1975,200,92,43.659278057,-79.371049668
PRIVATE,1975,12,92,43.804310025,-79.1674004939
PRIVATE,1977,46,92,43.7385153084,-79.4915401712
TCHC,1980,326,92,43.667014568,-79.400772812
PRIVATE,1980,146,92,43.69971567,-79.430311152
SOCIAL HOUSING,1982,115,92,43.6554042142,-79.4584260885
SOCIAL HOUSING,1982,174,92,43.688879712,-79.491260721
SOCIAL HOUSING,1989,70,92,43.7332472948,-79.3395613564
SOCIAL HOUSING,1992,102,92,43.7294157081,-79.2774083068
SOCIAL HOUSING,1992,14,92,43.79845735,-79.149242668
TCHC,1993,113,92,43.680639688,-79.418058669
SOCIAL HOUSING,1993,248,92,43.6931197205,-79.4688639232
TCHC,1994,95,92,43.658290395,-79.450207767
SOCIAL HOUSING,1994,68,92,43.7613478406,-79.323202558
TCHC,2006,220,92,43.649017812,-79.367964945
PRIVATE,1885,11,93,43.649450698,-79.435105646
PRIVATE,1920,12,93,43.6493332023,-79.4831934689
PRIVATE,1927,37,93,43.6663961492,-79.3863015962
PRIVATE,1930,15,93,43.663338169,-79.363690877
PRIVATE,1930,27,93,43.685742821,-79.3945524551
PRIVATE,1937,13,93,43.6747748062,-79.2796021139
PRIVATE,1950,35,93,43.6349134645,-79.4905899718
PRIVATE,1950,72,93,43.694581164,-79.423543998
PRIVATE,1950,54,93,43.7290630749,-79.4829377791
PRIVATE,1950,10,93,43.730928508,-79.433908943
PRIVATE,1952,39,93,43.6371233389,-79.4904689294
PRIVATE,1952,14,93,43.662712922,-79.520190294
PRIVATE,1954,16,93,43.6747055108,-79.2773893392
PRIVATE,1954,32,93,43.702931813,-79.415148542
PRIVATE,1954,10,93,43.709396527,-79.508191329
PRIVATE,1955,99,93,43.674157704,-79.385724268
PRIVATE,1955,80,93,43.687281699,-79.399728153
PRIVATE,1955,31,93,43.705039078,-79.405292084
PRIVATE,1955,42,93,43.7209792831,-79.5051259497
PRIVATE,1958,26,93,43.6837517328,-79.4873082917
PRIVATE,1958,29,93,43.6896822346,-79.3460278101
PRIVATE,1958,26,93,43.729465669,-79.4599073969
PRIVATE,1959,88,93,43.618345357,-79.4857916562
PRIVATE,1959,69,93,43.6358852908,-79.4287210164
PRIVATE,1959,42,93,43.6847612919,-79.4193183625
PRIVATE,1959,61,93,43.6960744656,-79.2646078047
PRIVATE,1959,97,93,43.703250055,-79.526966387
PRIVATE,1960,34,93,43.5899805571,-79.5423873901
PRIVATE,1960,74,93,43.6092105194,-79.5462107894
PRIVATE,1960,61,93,43.6656528226,-79.3795549794
PRIVATE,1960,18,93,43.6922338982,-79.2630193825
PRIVATE,1960,71,93,43.704388503,-79.343145328
PRIVATE,1960,90,93,43.709864206,-79.384723421
PRIVATE,1960,40,93,43.7357778684,-79.3410317074
PRIVATE,1960,40,93,43.7440104,-79.4880842286
PRIVATE,1962,153,93,43.6902830528,-79.3461159995
PRIVATE,1962,122,93,43.694565913,-79.396863246
PRIVATE,1962,36,93,43.7433508938,-79.3059187753
PRIVATE,1962,60,93,43.7587707758,-79.2323786593
PRIVATE,1963,97,93,43.731696421,-79.578498513
PRIVATE,1963,81,93,43.7716015203,-79.4431815969
PRIVATE,1964,37,93,43.706999577,-79.294868767
PRIVATE,1965,65,93,43.6356226752,-79.4284981005
PRIVATE,1965,82,93,43.6379977398,-79.4358904855
PRIVATE,1965,34,93,43.6862572017,-79.4205091035
PRIVATE,1965,61,93,43.69407154,-79.562734454
PRIVATE,1965,27,93,43.7157230263,-79.377538515
PRIVATE,1965,11,93,43.739178679,-79.3433554999
PRIVATE,1966,96,93,43.682596017,-79.512861413
PRIVATE,1967,356,93,43.659713003,-79.429285039
TCHC,1967,76,93,43.6990884103,-79.5033968088
PRIVATE,1967,204,93,43.739202145,-79.5181434205
PRIVATE,1967,148,93,43.7517314,-79.331966044
PRIVATE,1968,178,93,43.6836537858,-79.5686665938
PRIVATE,1968,53,93,43.729376377,-79.22688801
PRIVATE,1968,169,93,43.7307518938,-79.2712141705
PRIVATE,1968,33,93,43.7493270741,-79.2783368218
PRIVATE,1969,161,93,43.7073903147,-79.4803989264
TCHC,1970,22,93,43.7365696854,-79.255181683
PRIVATE,1970,160,93,43.750117696,-79.220863337
PRIVATE,1971,113,93,43.657554668,-79.43400594
PRIVATE,1971,71,93,43.726046622,-79.265909548
PRIVATE,1971,88,93,43.7432814617,-79.5941314137
PRIVATE,1974,152,93,43.637506998,-79.56171027
PRIVATE,1974,416,93,43.6455831031,-79.5265058924
PRIVATE,1974,204,93,43.7471776431,-79.5819972103
PRIVATE,1974,175,93,43.794252697,-79.3168863935
PRIVATE,1975,12,93,43.8042493963,-79.1676352467
PRIVATE,1975,12,93,43.8046081727,-79.1661290396
PRIVATE,1979,200,93,43.786028954,-79.204498435
SOCIAL HOUSING,1985,41,93,43.759407247,-79.196109696
TCHC,1989,157,93,43.655689409,-79.414956252
SOCIAL HOUSING,1992,14,93,43.799771853,-79.150262267
SOCIAL HOUSING,1994,119,93,43.7019082741,-79.5198266294
SOCIAL HOUSING,1996,53,93,43.787109972,-79.415408659
SOCIAL HOUSING,2002,26,93,43.680785833,-79.334088523
SOCIAL HOUSING,2005,52,93,43.654513754,-79.366669531
PRIVATE,1918,15,94,43.667969229,-79.378215831
PRIVATE,1932,21,94,43.674568931,-79.279856653
PRIVATE,1940,14,94,43.703370512,-79.516414059
PRIVATE,1948,10,94,43.698921374,-79.40575322
PRIVATE,1950,23,94,43.6162416017,-79.4892718985
PRIVATE,1950,35,94,43.6348017129,-79.4912245002
PRIVATE,1952,13,94,43.662044955,-79.521338721
PRIVATE,1953,32,94,43.635649636,-79.4928351959
PRIVATE,1953,11,94,43.7043754257,-79.4779098871
PRIVATE,1954,32,94,43.636679641,-79.492405423
PRIVATE,1954,44,94,43.6392913192,-79.4876408475
PRIVATE,1955,10,94,43.5927138027,-79.5276951676
PRIVATE,1955,16,94,43.6492875275,-79.5040692616
PRIVATE,1955,50,94,43.688285503,-79.399898958
PRIVATE,1955,36,94,43.6892545764,-79.3481301211
PRIVATE,1955,82,94,43.702214085,-79.34780065
PRIVATE,1955,22,94,43.7237073315,-79.4303236253
PRIVATE,1955,30,94,43.727425208,-79.2987499996
PRIVATE,1956,56,94,43.7009672272,-79.4495637221
PRIVATE,1957,49,94,43.728810664,-79.2674784317
PRIVATE,1958,11,94,43.6011294552,-79.5152006499
PRIVATE,1958,50,94,43.6402119345,-79.4896809434
PRIVATE,1958,67,94,43.703984006,-79.297455687
PRIVATE,1958,29,94,43.7437026681,-79.4360783017
PRIVATE,1958,35,94,43.769190713,-79.379327637
PRIVATE,1959,42,94,43.648421735,-79.530760922
PRIVATE,1959,14,94,43.662922178,-79.521001935
PRIVATE,1959,43,94,43.7059714885,-79.2960157018
PRIVATE,1959,12,94,43.7078158856,-79.4828804419
PRIVATE,1959,36,94,43.7433324856,-79.3097740889
PRIVATE,1960,52,94,43.602248316,-79.506894937
PRIVATE,1960,10,94,43.640715018,-79.488178586
PRIVATE,1960,14,94,43.6497236996,-79.4975167166
PRIVATE,1960,23,94,43.665842728,-79.5207230628
PRIVATE,1960,84,94,43.668324,-79.383444564
PRIVATE,1960,62,94,43.670260332,-79.40054649
PRIVATE,1960,124,94,43.6888376633,-79.435821172
PRIVATE,1960,11,94,43.7207064297,-79.4552747615
PRIVATE,1960,107,94,43.730088232,-79.274600978
PRIVATE,1961,144,94,43.7553047616,-79.436948304
PRIVATE,1961,107,94,43.765315672,-79.184493788
PRIVATE,1962,41,94,43.7283141959,-79.4827840355
PRIVATE,1962,114,94,43.7488905549,-79.5504144221
PRIVATE,1963,108,94,43.6370713769,-79.4279645858
PRIVATE,1963,76,94,43.6661438785,-79.3802674898
PRIVATE,1963,30,94,43.688689178,-79.354108641
PRIVATE,1963,97,94,43.732279511,-79.577684699
PRIVATE,1964,239,94,43.671082603,-79.371532819
PRIVATE,1964,225,94,43.694910741,-79.5525691249
PRIVATE,1965,118,94,43.6275335945,-79.5780494311
PRIVATE,1965,23,94,43.6368219752,-79.4892158365
PRIVATE,1965,102,94,43.7246901673,-79.4304297831
PRIVATE,1965,130,94,43.731893112,-79.272217382
PRIVATE,1965,11,94,43.7386011415,-79.3432263203
PRIVATE,1968,108,94,43.676251271,-79.552119041
PRIVATE,1968,279,94,43.702990612,-79.341462578
PRIVATE,1968,158,94,43.730739234,-79.5101143614
PRIVATE,1968,139,94,43.7808646264,-79.3539032407
PRIVATE,1968,214,94,43.7813130122,-79.2295091754
TCHC,1969,327,94,43.669381383,-79.37437191
PRIVATE,1969,100,94,43.7135169093,-79.5613583242
PRIVATE,1969,254,94,43.7534828961,-79.2626268384
TCHC,1969,323,94,43.768780728,-79.518663474
PRIVATE,1971,128,94,43.675270143,-79.553851772
PRIVATE,1971,105,94,43.676012059,-79.553552325
PRIVATE,1971,40,94,43.7210593551,-79.5047297893
TCHC,1971,164,94,43.792308051,-79.35878168
TCHC,1975,300,94,43.7820250882,-79.291608709
PRIVATE,1975,12,94,43.8043562465,-79.1670746426
PRIVATE,1976,638,94,43.657073675,-79.452365262
PRIVATE,1976,343,94,43.7544362323,-79.5871043127
TCHC,1979,330,94,43.7204681732,-79.2391056557
TCHC,1980,22,94,43.7366529492,-79.2546800304
SOCIAL HOUSING,1982,18,94,43.6807933041,-79.4261720553
SOCIAL HOUSING,1982,259,94,43.6852100383,-79.5218137723
PRIVATE,1982,117,94,43.726050381,-79.304738793
TCHC,1983,64,94,43.673917543,-79.422657829
SOCIAL HOUSING,1986,97,94,43.68092861,-79.428209026
SOCIAL HOUSING,1987,15,94,43.657882233,-79.348395465
SOCIAL HOUSING,1988,125,94,43.705765956,-79.424733085
TCHC,1989,138,94,43.635062111,-79.437601411
SOCIAL HOUSING,1989,19,94,43.6582172963,-79.3407960329
TCHC,1989,15,94,43.6771456368,-79.3445056015
TCHC,1992,100,94,43.616184074,-79.49590117
TCHC,1992,176,94,43.65782687,-79.446238612
PRIVATE,1992,138,94,43.665053148,-79.446087581
SOCIAL HOUSING,1993,177,94,43.6620660934,-79.3367847076
SOCIAL HOUSING,2005,84,94,43.645573462,-79.402433707
TCHC,2010,110,94,43.662285791,-79.378210701
PRIVATE,1911,21,95,43.663780728,-79.413601152
PRIVATE,1927,45,95,43.664758213,-79.381484242
PRIVATE,1947,25,95,43.6360787547,-79.4876301384
PRIVATE,1950,26,95,43.5886442481,-79.5434170167
PRIVATE,1950,12,95,43.7087775531,-79.310012242
PRIVATE,1952,87,95,43.7019615716,-79.4227024565
PRIVATE,1953,49,95,43.689344093,-79.477497851
PRIVATE,1954,34,95,43.639073561,-79.4920727048
PRIVATE,1954,15,95,43.6746668318,-79.2776535124
PRIVATE,1954,15,95,43.6747570284,-79.2771547349
PRIVATE,1954,30,95,43.6753306295,-79.2779449422
PRIVATE,1954,21,95,43.709999677,-79.402480561
PRIVATE,1955,31,95,43.6873436223,-79.4236433658
PRIVATE,1955,36,95,43.7022080434,-79.4400323266
PRIVATE,1955,34,95,43.70796583,-79.302427359
PRIVATE,1955,10,95,43.7095042953,-79.5076695409
PRIVATE,1955,48,95,43.7284796451,-79.3050102685
PRIVATE,1956,51,95,43.6360380172,-79.4884023026
PRIVATE,1956,11,95,43.685070585,-79.342353617
PRIVATE,1956,56,95,43.7399203058,-79.4200552723
PRIVATE,1958,50,95,43.6398570764,-79.4888378299
PRIVATE,1958,66,95,43.73795553,-79.344349052
PRIVATE,1958,31,95,43.7428392461,-79.4358673585
PRIVATE,1959,37,95,43.689842541,-79.398960779
PRIVATE,1959,87,95,43.729247112,-79.256767774
PRIVATE,1959,56,95,43.7404203378,-79.4237155283
PRIVATE,1959,237,95,43.7579977095,-79.4369177756
PRIVATE,1960,48,95,43.640530203,-79.488846855
PRIVATE,1960,56,95,43.669152717,-79.376810925
PRIVATE,1960,45,95,43.696598977,-79.475898952
PRIVATE,1960,54,95,43.710464696,-79.378584796
PRIVATE,1960,39,95,43.7269710792,-79.4040459316
PRIVATE,1960,154,95,43.7525195774,-79.3152926734
PRIVATE,1961,129,95,43.695029178,-79.294709895
PRIVATE,1961,71,95,43.73018689,-79.340902799
PRIVATE,1961,57,95,43.7454519682,-79.3263683748
PRIVATE,1961,107,95,43.766129136,-79.184866277
PRIVATE,1962,29,95,43.613576463,-79.494935739
PRIVATE,1962,55,95,43.639035157,-79.564993488
PRIVATE,1963,90,95,43.661101768,-79.515869361
PRIVATE,1963,122,95,43.661225213,-79.515144165
PRIVATE,1964,56,95,43.719032697,-79.329817672
PRIVATE,1964,101,95,43.7305583723,-79.2723812981
PRIVATE,1964,65,95,43.7601779836,-79.3325640814
PRIVATE,1964,108,95,43.7853449886,-79.4468063117
PRIVATE,1966,73,95,43.663190582,-79.519535276
PRIVATE,1967,76,95,43.635115128,-79.434882093
PRIVATE,1967,411,95,43.6857858,-79.391174558
PRIVATE,1967,142,95,43.7032932247,-79.4396796908
PRIVATE,1967,149,95,43.7870875087,-79.4473742209
PRIVATE,1968,126,95,43.67573405,-79.551408627
PRIVATE,1968,193,95,43.744688035,-79.218768113
PRIVATE,1968,189,95,43.7904933942,-79.3906931297
PRIVATE,1969,131,95,43.711075654,-79.270595187
PRIVATE,1970,45,95,43.6375255076,-79.5635248549
PRIVATE,1970,525,95,43.645129722,-79.409810857
PRIVATE,1970,136,95,43.7583695279,-79.2234312468
TCHC,1972,231,95,43.726764513,-79.250888477
PRIVATE,1973,141,95,43.6846591865,-79.5139674087
PRIVATE,1974,163,95,43.6995418332,-79.2767370484
PRIVATE,1974,196,95,43.7824433575,-79.2956106966
PRIVATE,1975,25,95,43.691064563,-79.469709791
PRIVATE,1975,277,95,43.762630954,-79.409754662
PRIVATE,1976,217,95,43.7263188872,-79.326226049
PRIVATE,1976,223,95,43.7481679361,-79.577118319
PRIVATE,1979,284,95,43.662134169,-79.381792776
PRIVATE,1979,47,95,43.664890999,-79.383181646
TCHC,1980,22,95,43.7362667002,-79.253868081
SOCIAL HOUSING,1989,14,95,43.663675162,-79.321078637
SOCIAL HOUSING,1992,111,95,43.688688452,-79.296041897
SOCIAL HOUSING,1992,14,95,43.798355204,-79.149608006
SOCIAL HOUSING,1992,21,95,43.799334653,-79.149625429
SOCIAL HOUSING,1993,22,95,43.668855304,-79.375727382
SOCIAL HOUSING,1993,130,95,43.81394308,-79.290219554
SOCIAL HOUSING,1994,60,95,43.767932495,-79.197118281
SOCIAL HOUSING,2005,30,95,43.658372351,-79.367849536
PRIVATE,2010,141,95,43.7061847,-79.393224881
PRIVATE,1910,35,96,43.668007452,-79.382076109
PRIVATE,1928,47,96,43.66485273,-79.381363791
PRIVATE,1928,26,96,43.6668236077,-79.3771743291
PRIVATE,1931,41,96,43.681922414,-79.399892991
PRIVATE,1950,14,96,43.652203577,-79.525983776
PRIVATE,1950,14,96,43.652394933,-79.525845839
PRIVATE,1950,11,96,43.6931694269,-79.4699479561
PRIVATE,1951,38,96,43.601468456,-79.505848789
PRIVATE,1951,12,96,43.7091921136,-79.3096855497
PRIVATE,1952,33,96,43.6384647272,-79.4918242158
PRIVATE,1953,19,96,43.6978411603,-79.3717629159
PRIVATE,1953,15,96,43.703363564,-79.310527323
PRIVATE,1955,31,96,43.6386817552,-79.4872228094
PRIVATE,1955,30,96,43.6387928448,-79.4940708914
PRIVATE,1955,22,96,43.650247254,-79.428597853
PRIVATE,1955,47,96,43.687758789,-79.399725515
PRIVATE,1955,65,96,43.7279966031,-79.3068020912
PRIVATE,1955,26,96,43.7284154866,-79.3006056472
PRIVATE,1957,70,96,43.6366349836,-79.4276516523
PRIVATE,1958,28,96,43.700297074,-79.5025588448
PRIVATE,1958,54,96,43.7343053211,-79.307065705
PRIVATE,1959,87,96,43.729247112,-79.256767774
PRIVATE,1959,99,96,43.74138175,-79.4943018831
PRIVATE,1959,96,96,43.7762507176,-79.4431391381
PRIVATE,1960,116,96,43.668593704,-79.378214229
PRIVATE,1960,62,96,43.7009028087,-79.449149194
PRIVATE,1960,22,96,43.708089481,-79.410622668
PRIVATE,1960,28,96,43.7232330003,-79.4317060695
PRIVATE,1960,28,96,43.7238042937,-79.4313359616
PRIVATE,1960,40,96,43.7353799948,-79.3409353127
PRIVATE,1960,123,96,43.756000502,-79.240912837
PRIVATE,1961,151,96,43.6123803849,-79.4879248651
TCHC,1961,25,96,43.6642540945,-79.3598482523
PRIVATE,1962,138,96,43.7037098752,-79.4222136695
PRIVATE,1962,111,96,43.74157075,-79.328070218
