YEAR BUILT,PROPERTY TYPE,LATITUDE,LONGITUDE,COSMETIC,HIGH,MODERATE,OVERALL
1960,PRIVATE,43.7306713451,-79.4374893371,3,2.7,2.6,90
1960,PRIVATE,43.788820702,-79.445981747,2.5,2.9,2.4,90
1960,PRIVATE,43.753134885,-79.517824762,2.5,2.8,2.5,90
1960,PRIVATE,43.701030915,-79.25119809,2.3,2.8,2.7,90
1960,PRIVATE,43.7369856,-79.446046582,2.8,2.7,2.5,90
1960,PRIVATE,43.699454099,-79.517762353,2.8,2.7,2.7,90
1960,PRIVATE,43.74317239,-79.541078057,2.8,2.6,2.7,90
1960,PRIVATE,43.737831754,-79.446511032,2.8,2.5,2.9,90
1960,PRIVATE,43.704852225,-79.497680361,2.7,2.9,2.4,90
1960,PRIVATE,43.73875197,-79.425573967,2.8,2.7,2.9,90
1960,PRIVATE,43.7569401059,-79.2882167684,2.6,2.8,2.5,90
1961,PRIVATE,43.668763043,-79.406936141,2.7,2.9,2.7,90
1962,PRIVATE,43.728305603,-79.482780764,2.5,2.7,2.8,90
1962,PRIVATE,43.703946444,-79.424475355,3,2.7,2.7,90
1962,TCHC,43.646310516,-79.530501016,2.6,2.8,2.7,90
1962,PRIVATE,43.697934721,-79.38501268,2.9,2.6,2.7,90
1962,PRIVATE,43.6902830528,-79.3461159995,2.9,2.6,2.7,90
1963,PRIVATE,43.7715767413,-79.4441039119,2.7,2.8,2.7,90
1963,PRIVATE,43.6866664958,-79.4213590285,2.6,2.7,2.7,90
1963,PRIVATE,43.667962528,-79.382564773,2.9,2.8,2.5,90
1964,PRIVATE,43.7404592839,-79.2437182596,2.7,2.6,2.8,90
1964,PRIVATE,43.744563537,-79.493977594,2.6,2.7,2.6,90
1964,PRIVATE,43.7183341161,-79.5583853211,2,2.8,2.5,90
1965,PRIVATE,43.693337997,-79.396456433,2.6,2.8,2.6,90
1965,PRIVATE,43.703400321,-79.408384567,2.4,2.9,2.4,90
1965,PRIVATE,43.743403556,-79.494536418,2.9,2.7,2.7,90
1965,PRIVATE,43.666995001,-79.406173702,2.8,2.5,2.8,90
1965,PRIVATE,43.6954283333,-79.5605528482,2.9,2.8,2.7,90
1965,PRIVATE,43.667694064,-79.419746224,2.7,2.8,2.5,90
1965,PRIVATE,43.739250167,-79.3428089774,2.4,2.8,2.6,90
1966,PRIVATE,43.7430013291,-79.1969715203,2.5,2.8,2.4,90
1966,PRIVATE,43.650451275,-79.434250276,2.7,2.8,2.5,90
1967,PRIVATE,43.759658618,-79.3350153122,2.4,2.8,2.6,90
1967,PRIVATE,43.646159833,-79.473952107,2.6,2.7,2.5,90
1967,PRIVATE,43.767771719,-79.269841179,2.6,2.7,2.7,90
1968,PRIVATE,43.79522866,-79.425192074,3,2.6,2.8,90
1968,PRIVATE,43.7797579153,-79.3477938007,2.7,2.8,2.6,90
1968,PRIVATE,43.74754495,-79.282543921,2.7,2.6,2.6,90
1968,TCHC,43.678425033,-79.481889322,2.7,2.7,2.7,90
1968,PRIVATE,43.666545741,-79.379199316,2.7,2.8,2.8,90
1968,PRIVATE,43.747676631,-79.514629173,2.6,2.7,2.6,90
1968,TCHC,43.6726977491,-79.4906805093,2.4,2.7,2.6,90
1968,PRIVATE,43.7904933942,-79.3906931297,2.7,2.6,2.8,90
1968,PRIVATE,43.693546757,-79.447283665,2.5,2.8,2.7,90
1969,PRIVATE,43.6359998464,-79.5629152315,2.6,2.8,2.6,90
1969,PRIVATE,43.7322696922,-79.2741030573,2.7,2.7,2.6,90
1969,TCHC,43.726760854,-79.263575088,2.7,2.7,2.6,90
1969,PRIVATE,43.786271247,-79.446824384,2.9,2.8,2.6,90
1970,PRIVATE,43.76024626,-79.500199449,2.6,2.8,2.5,90
1970,PRIVATE,43.681930505,-79.511655476,2.6,2.7,2.4,90
1970,PRIVATE,43.688158436,-79.414123266,2.7,2.7,2.6,90
1971,TCHC,43.778310557,-79.323533534,2.5,2.6,2.7,90
1971,PRIVATE,43.732024208,-79.271797164,2.7,2.6,2.8,90
1971,PRIVATE,43.729677828,-79.276229104,2.7,2.6,2.8,90
1971,PRIVATE,43.776428638,-79.321483526,2.7,2.7,2.6,90
1972,TCHC,43.76703953,-79.195497441,2.6,2.8,2.5,90
1972,PRIVATE,43.7620164362,-79.2173016754,2.9,2.8,2.6,90
1973,TCHC,43.790919576,-79.368770753,2.6,2.7,2.7,90
1973,PRIVATE,43.676467696,-79.559152675,2.7,2.9,2.5,90
1973,PRIVATE,43.7943401956,-79.3239937212,2.7,2.7,2.7,90
1973,TCHC,43.790476393,-79.369185506,2.8,2.7,2.8,90
1974,PRIVATE,43.7482299219,-79.5783390119,2.7,2.9,2.5,90
1974,PRIVATE,43.6951670415,-79.300346352,2.5,2.8,2.6,90
1974,PRIVATE,43.7947061514,-79.315638344,3,2.6,2.7,90
1975,PRIVATE,43.762630954,-79.409754662,2.9,2.8,2.6,90
1976,PRIVATE,43.763239637,-79.409191362,2.8,2.9,2.4,90
1976,PRIVATE,43.78385662,-79.294501805,2.7,2.8,2.5,90
1978,TCHC,43.693721821,-79.278608604,2.9,2.7,2.7,90
1978,PRIVATE,43.764180371,-79.505752773,3,2.6,2.8,90
1979,PRIVATE,43.781284911,-79.450027518,2.9,2.6,2.8,90
1979,SOCIAL HOUSING,43.7070607671,-79.3122799086,2.8,2.7,2.8,90
1979,TCHC,43.656896921,-79.40179055,2.7,2.8,2.6,90
1979,PRIVATE,43.807671204,-79.271262134,2.6,2.8,2.6,90
1980,PRIVATE,43.698103059,-79.48903821,2.8,2.9,2.4,90
1980,TCHC,43.658579323,-79.370659613,2.8,2.7,2.6,90
1983,SOCIAL HOUSING,43.677923833,-79.32992656,2,2.9,2.5,90
1984,SOCIAL HOUSING,43.72423115,-79.431458867,2.7,2.8,2.4,90
1984,TCHC,43.671910844,-79.38519572,2.7,2.8,2.5,90
1984,TCHC,43.7312483321,-79.6118048951,2.8,2.7,2.6,90
1985,TCHC,43.6591023749,-79.3763412035,2.7,2.7,2.6,90
1985,TCHC,43.702568119,-79.438297042,2.1,2.8,2.6,90
1986,SOCIAL HOUSING,43.7317363097,-79.6140657224,2.9,2.8,2.6,90
1988,SOCIAL HOUSING,43.663437479,-79.373585563,2.9,2.8,2.6,90
1988,SOCIAL HOUSING,43.6594297929,-79.3361462421,2.6,2.9,2.5,90
1990,TCHC,43.727328178,-79.402054418,2.9,2.6,2.7,90
1991,SOCIAL HOUSING,43.65866838,-79.370171342,2.8,2.8,2.6,90
1994,SOCIAL HOUSING,43.6499453573,-79.411506674,2.9,2.6,2.8,90
1995,TCHC,43.6625963867,-79.3770996431,2.6,2.8,2.6,90
1995,SOCIAL HOUSING,43.663039249,-79.32501186,2.7,2.8,2.7,90
1995,SOCIAL HOUSING,43.6890657377,-79.4960622799,3,2.7,2.6,90
1996,SOCIAL HOUSING,43.66049693,-79.336536519,2.9,2.6,2.7,90
2006,PRIVATE,43.775367468,-79.340704255,2.5,2.8,2.7,90
2009,TCHC,43.65255869,-79.365341193,2.6,2.7,2.7,90
2013,PRIVATE,43.717812062,-79.330538523,2.2,2.9,2.5,90
2024,PRIVATE,43.640614384,-79.437848643,1.8,2.8,2.7,90
1838,PRIVATE,43.6591658607,-79.3715926671,2.8,2.6,2.8,91
1918,PRIVATE,43.6500184569,-79.4508259143,2.8,2.7,2.9,91
1920,PRIVATE,43.672966598,-79.284919733,2.8,2.7,2.7,91
1920,PRIVATE,43.682089803,-79.422328611,2.5,2.9,2.4,91
1924,PRIVATE,43.67308603,-79.287426652,2.8,2.6,2.8,91
1925,PRIVATE,43.680405146,-79.399282271,3,2.8,2.6,91
1926,PRIVATE,43.682688955,-79.400601618,2.8,2.7,2.8,91
1927,PRIVATE,43.68917555,-79.411401114,2.7,2.7,2.8,91
1928,PRIVATE,43.667322783,-79.383099364,2.6,2.7,2.8,91
1928,PRIVATE,43.666726277,-79.376744213,2.7,2.6,2.7,91
1930,PRIVATE,43.6859334323,-79.3944337437,2.8,2.5,2.9,91
1930,PRIVATE,43.713358222,-79.398875082,2.8,2.7,2.8,91
1930,PRIVATE,43.681860451,-79.428795617,3,2.7,2.9,91
1932,PRIVATE,43.643424173,-79.425313227,2.8,2.7,2.7,91
1935,PRIVATE,43.642859163,-79.431385378,2.7,2.6,2.8,91
1937,TCHC,43.718035594,-79.400100724,2.5,2.8,2.6,91
1938,PRIVATE,43.68592338,-79.418139695,2.9,2.7,2.7,91
1940,PRIVATE,43.705869232,-79.401343877,2.8,2.8,2.7,91
1943,PRIVATE,43.685911156,-79.418988838,2.7,2.6,2.9,91
1945,PRIVATE,43.758770542,-79.404411871,2.8,2.7,2.7,91
1950,PRIVATE,43.689396815,-79.3119405791,3,2.8,2.5,91
1950,PRIVATE,43.6985850004,-79.3720164996,2.9,2.8,2.5,91
1950,PRIVATE,43.740392649,-79.420901074,2.9,2.6,2.8,91
1950,PRIVATE,43.7186903951,-79.5590804197,3,2.6,2.9,91
1950,PRIVATE,43.686586172,-79.375116004,2.8,2.7,2.7,91
1951,PRIVATE,43.682606824,-79.475496625,3,2.9,2.6,91
1951,PRIVATE,43.693048881,-79.480938758,2.8,2.7,2.7,91
1952,PRIVATE,43.661751009,-79.521325389,2.8,2.6,2.8,91
1952,PRIVATE,43.687818175,-79.424793912,2.9,2.8,2.7,91
1952,PRIVATE,43.636561238,-79.493053522,2.4,2.7,2.7,91
1952,PRIVATE,43.662703124,-79.521259782,2.6,2.6,2.9,91
1952,PRIVATE,43.696978593,-79.404812013,3,2.8,2.6,91
1953,PRIVATE,43.720911001,-79.432957403,2.7,2.9,2.5,91
1953,PRIVATE,43.665494642,-79.521179829,2.8,2.7,2.7,91
1954,PRIVATE,43.687387146,-79.283618564,2.7,2.6,2.8,91
1954,PRIVATE,43.6835075066,-79.4830125811,2.8,2.7,2.7,91
1954,PRIVATE,43.7180269,-79.401034541,2.8,2.5,3,91
1954,PRIVATE,43.6964257075,-79.3720363989,2.8,2.8,2.8,91
1955,PRIVATE,43.687454073,-79.272001553,2.9,2.8,2.7,91
1955,PRIVATE,43.6500598617,-79.4285544502,2.7,2.7,2.7,91
1955,PRIVATE,43.723761725,-79.402367148,2.9,2.7,2.8,91
1955,PRIVATE,43.721361345,-79.480340632,2.7,2.8,2.7,91
1955,PRIVATE,43.729451537,-79.4831202,2.9,2.6,2.8,91
1955,TCHC,43.706344038,-79.4898898343,2.5,2.9,2.5,91
1956,PRIVATE,43.7311946993,-79.4353275935,3,2.6,2.9,91
1956,PRIVATE,43.722479616,-79.298708244,2.7,2.7,2.7,91
1956,PRIVATE,43.6778956947,-79.3088113763,2.9,2.8,2.6,91
1956,PRIVATE,43.6379480963,-79.4907455213,2.3,2.8,2.9,91
1956,PRIVATE,43.742400258,-79.436564659,2.8,2.8,2.7,91
1956,PRIVATE,43.665198906,-79.523511648,2.6,2.6,2.7,91
1957,PRIVATE,43.6403042877,-79.4914484566,2.9,2.9,2.6,91
1957,PRIVATE,43.704820321,-79.528231851,2.9,2.8,2.7,91
1957,PRIVATE,43.688720919,-79.413611233,2.5,2.7,2.7,91
1957,PRIVATE,43.75259236,-79.261009026,2.7,2.7,2.6,91
1957,PRIVATE,43.732993608,-79.435337662,2.1,2.8,2.7,91
1958,PRIVATE,43.723478516,-79.266025658,3,2.8,2.7,91
1958,PRIVATE,43.635473648,-79.488219144,2.7,2.6,2.9,91
1958,PRIVATE,43.612333855,-79.489150548,2.6,2.8,2.7,91
1958,PRIVATE,43.6891811387,-79.3538144471,2.9,2.7,2.6,91
1958,PRIVATE,43.599110253,-79.50122125,2.8,2.8,2.7,91
1959,PRIVATE,43.7433324856,-79.3097740889,2.7,2.8,2.6,91
1959,PRIVATE,43.6379895083,-79.4367678371,2.5,3,2.2,91
1959,PRIVATE,43.7059714885,-79.2960157018,2.9,2.8,2.6,91
1959,PRIVATE,43.663088832,-79.520760506,2.6,2.6,2.9,91
1959,TCHC,43.642248071,-79.43622149,2.8,2.6,2.8,91
1960,PRIVATE,43.710568297,-79.270209034,3,2.8,2.5,91
1960,PRIVATE,43.679149479,-79.358578076,2.6,2.8,2.6,91
1960,PRIVATE,43.666242047,-79.379864214,2.7,2.8,2.5,91
1960,PRIVATE,43.721891953,-79.480405967,2.6,2.9,2.6,91
1960,PRIVATE,43.708100911,-79.248499263,2.6,2.7,2.7,91
1960,PRIVATE,43.6932353032,-79.4795788454,2.7,2.7,2.7,91
1960,PRIVATE,43.602248317,-79.506894937,2.8,2.7,2.7,91
1960,PRIVATE,43.70565801,-79.2942743706,2.4,2.7,2.8,91
1960,PRIVATE,43.6728164425,-79.3184832171,2.5,2.8,2.7,91
1960,PRIVATE,43.730608388,-79.271724027,2.8,2.7,2.7,91
1960,PRIVATE,43.6382286578,-79.4382671328,2.7,2.6,2.9,91
1960,PRIVATE,43.700772202,-79.406556996,2.8,2.7,2.8,91
1960,PRIVATE,43.615859673,-79.487805207,3,2.7,2.7,91
1960,PRIVATE,43.72169915,-79.500329532,2.8,2.7,2.8,91
1960,PRIVATE,43.716209724,-79.557077624,2.7,2.7,2.6,91
1960,PRIVATE,43.648946892,-79.494356545,1.8,2.9,2.6,91
1960,PRIVATE,43.731056948,-79.463881566,2.9,2.7,2.8,91
1960,PRIVATE,43.731679003,-79.438369878,2.8,2.7,2.7,91
1960,PRIVATE,43.742991631,-79.487132131,2.7,2.8,2.6,91
1960,PRIVATE,43.6380325283,-79.4912275858,2.4,2.7,2.8,91
1960,PRIVATE,43.7269110332,-79.3147057039,2.9,2.7,2.7,91
1960,PRIVATE,43.730608388,-79.271724027,2.9,2.7,2.7,91
1960,PRIVATE,43.723428171,-79.494973161,2.9,2.6,2.7,91
1960,PRIVATE,43.590374118,-79.542497597,2.6,2.8,2.7,91
1960,PRIVATE,43.743273862,-79.487672479,2.9,2.6,2.8,91
1960,PRIVATE,43.712785934,-79.271300297,2.6,2.8,2.5,91
1960,PRIVATE,43.7822367958,-79.2884509141,2.6,2.8,2.7,91
1960,PRIVATE,43.736808651,-79.446539403,2.9,2.6,2.7,91
1960,PRIVATE,43.736369132,-79.349349482,2.7,2.6,2.9,91
1960,TCHC,43.75523277,-79.2505927043,2.9,2.8,2.7,91
1960,PRIVATE,43.731762015,-79.434811008,2.9,2.8,2.7,91
1961,PRIVATE,43.739089427,-79.270177266,2.5,2.8,2.6,91
1962,PRIVATE,43.638958741,-79.491216297,3,2.6,2.9,91
1962,PRIVATE,43.724243372,-79.265758309,2.9,2.7,2.7,91
1962,PRIVATE,43.688134959,-79.353601113,2.9,2.8,2.7,91
1962,PRIVATE,43.70404653,-79.345648732,2.6,2.7,2.9,91
1962,PRIVATE,43.648859108,-79.568021211,2.7,2.9,2.7,91
1962,PRIVATE,43.639820653,-79.4374576953,2.5,2.7,2.9,91
1962,PRIVATE,43.6971816506,-79.3064438643,3,2.7,2.7,91
1963,PRIVATE,43.759908428,-79.3335295503,2.7,2.9,2.6,91
1963,PRIVATE,43.7096507139,-79.3826287128,2.7,2.8,2.7,91
1963,PRIVATE,43.6993035632,-79.4776846609,2.9,2.7,2.7,91
1963,PRIVATE,43.7883911434,-79.4180400688,2.8,2.8,2.8,91
1963,PRIVATE,43.660764915,-79.516320063,3,2.7,2.8,91
1964,PRIVATE,43.761243138,-79.3906391551,2.9,2.7,2.7,91
1964,PRIVATE,43.6861001378,-79.2821331164,2.7,2.7,2.7,91
1965,PRIVATE,43.596087938,-79.509696454,2.8,2.6,2.8,91
1965,PRIVATE,43.675673246,-79.392857876,2.8,2.8,2.5,91
1965,PRIVATE,43.666995001,-79.406173702,2.8,2.6,2.8,91
1965,PRIVATE,43.7395217352,-79.342024827,2.4,2.9,2.7,91
1965,PRIVATE,43.715497508,-79.391238223,2.9,2.8,2.7,91
1965,PRIVATE,43.7601500687,-79.3205133557,2.7,2.7,2.6,91
1965,PRIVATE,43.614181525,-79.487650972,2.5,2.8,2.6,91
1965,PRIVATE,43.704628852,-79.440748218,2.9,2.9,2.5,91
1965,PRIVATE,43.77494536,-79.344585933,3,2.8,2.7,91
1965,PRIVATE,43.6947483145,-79.5594207061,2.7,2.7,2.8,91
1965,PRIVATE,43.636411517,-79.428950473,2.7,2.7,2.8,91
1966,PRIVATE,43.666302583,-79.37532155,2.6,2.9,2.7,91
1966,PRIVATE,43.7346398069,-79.3419288019,2.9,2.9,2.5,91
1966,PRIVATE,43.639211983,-79.557274574,2.8,2.7,2.9,91
1967,TCHC,43.7155652564,-79.3046724013,2.6,2.8,2.6,91
1967,PRIVATE,43.774364871,-79.231567533,2.9,2.6,2.8,91
1967,PRIVATE,43.695934451,-79.548620626,2.8,2.7,2.8,91
1967,PRIVATE,43.6984374675,-79.4780739055,2.2,2.9,2.5,91
1967,PRIVATE,43.751490726,-79.2033413635,2.8,2.6,2.8,91
1967,PRIVATE,43.750204889,-79.48822338,2.7,2.7,2.8,91
1967,PRIVATE,43.610859496,-79.550105854,2.4,2.8,2.6,91
1968,PRIVATE,43.7797579153,-79.3477938007,3,2.7,2.7,91
1968,PRIVATE,43.71503235,-79.330584834,2.9,2.6,2.8,91
1968,PRIVATE,43.6965267454,-79.2862044067,2.6,2.7,2.8,91
1968,PRIVATE,43.6724874723,-79.4924156199,2.8,2.8,2.7,91
1968,PRIVATE,43.702990612,-79.341462578,2.9,2.8,2.7,91
1968,PRIVATE,43.716768049,-79.331308961,2.4,2.9,2.5,91
1968,PRIVATE,43.729376377,-79.22688801,2.7,2.8,2.6,91
1968,PRIVATE,43.74483106,-79.489754669,3,2.7,2.7,91
1969,TCHC,43.7985740617,-79.3051267847,2.9,2.8,2.5,91
1969,PRIVATE,43.686997323,-79.391011464,2.6,2.7,2.7,91
1969,PRIVATE,43.791103408,-79.446789891,2.7,2.8,2.6,91
1970,PRIVATE,43.72208714,-79.43005359,2.8,2.7,2.6,91
1970,PRIVATE,43.7313917066,-79.5103100485,2.7,2.8,2.6,91
1970,TCHC,43.69932241,-79.254778669,2.3,2.9,2.5,91
1970,PRIVATE,43.76917685,-79.3827164,2.8,2.8,2.7,91
1970,PRIVATE,43.668304546,-79.312459034,2.4,2.6,2.9,91
1970,TCHC,43.7638127672,-79.2038167415,2.7,2.9,2.5,91
1970,PRIVATE,43.750117696,-79.220863337,2.7,2.7,2.7,91
1970,PRIVATE,43.7264666233,-79.4864218597,2.6,2.9,2.6,91
1970,PRIVATE,43.7880141404,-79.3320111395,2.7,2.9,2.5,91
1970,TCHC,43.760034357,-79.229764837,2.6,2.7,2.6,91
1971,PRIVATE,43.648974484,-79.526198661,2.1,2.9,2.6,91
1971,TCHC,43.7927282049,-79.3578376974,2.5,2.9,2.6,91
1971,PRIVATE,43.729622459,-79.276709191,2.7,2.7,2.6,91
1971,PRIVATE,43.657554668,-79.43400594,2.9,2.8,2.7,91
1971,PRIVATE,43.7210593551,-79.5047297893,2.9,2.7,2.7,91
1972,PRIVATE,43.7002480573,-79.2862500131,2.7,2.6,2.9,91
1972,PRIVATE,43.66871624,-79.388250573,2.8,2.7,2.9,91
1972,TCHC,43.665189036,-79.499393828,2.4,2.9,2.5,91
1973,PRIVATE,43.688483646,-79.351998695,2.8,2.8,2.6,91
1974,PRIVATE,43.79557202,-79.327439121,2.9,2.8,2.7,91
1974,PRIVATE,43.765729846,-79.510950199,2.9,2.7,2.6,91
1974,PRIVATE,43.711728751,-79.27084373,2.7,2.6,2.8,91
1974,PRIVATE,43.7614984852,-79.3630422116,3,2.7,2.7,91
1974,PRIVATE,43.7080949776,-79.4275758961,3,2.7,2.8,91
1974,PRIVATE,43.677654114,-79.554781207,2.8,2.7,2.7,91
1974,PRIVATE,43.7080949776,-79.4275758961,2.9,2.7,2.7,91
1975,PRIVATE,43.8046081727,-79.1661290396,2.9,2.7,2.7,91
1975,PRIVATE,43.67822081,-79.55249715,2.8,2.8,2.6,91
1975,PRIVATE,43.748655872,-79.514616859,2.8,2.7,2.8,91
1976,PRIVATE,43.767761931,-79.269198833,2.8,2.7,2.9,91
1977,PRIVATE,43.634755045,-79.435435459,2.8,2.6,2.9,91
1977,TCHC,43.6847713094,-79.4220013405,2.8,2.8,2.6,91
1977,SOCIAL HOUSING,43.640190881,-79.447304327,2.6,2.9,2.5,91
1978,PRIVATE,43.801321025,-79.304237888,3,2.7,2.7,91
1978,PRIVATE,43.813091096,-79.32561213,2.8,2.8,2.6,91
1980,PRIVATE,43.7906958495,-79.2383755375,2.6,2.8,2.7,91
1980,PRIVATE,43.69971567,-79.430311152,2.5,2.9,2.4,91
1983,TCHC,43.646717897,-79.374036398,2.7,2.9,2.6,91
1983,TCHC,43.689240474,-79.492501015,2.7,2.8,2.7,91
1983,TCHC,43.673917543,-79.422657829,2.6,2.7,2.8,91
1984,PRIVATE,43.719614507,-79.4809196284,2.9,2.9,2.5,91
1987,SOCIAL HOUSING,43.657882233,-79.348395465,2.9,2.8,2.6,91
1989,SOCIAL HOUSING,43.658208709,-79.340792813,2.9,2.8,2.6,91
1989,SOCIAL HOUSING,43.73172626,-79.598650624,2.8,2.9,2.6,91
1989,TCHC,43.655689409,-79.414956252,2.7,2.6,2.8,91
1989,SOCIAL HOUSING,43.7528909884,-79.4382283415,2.8,2.9,2.6,91
1991,TCHC,43.651211633,-79.390479351,2.8,2.8,2.6,91
1992,SOCIAL HOUSING,43.798928736,-79.149462154,2.8,2.9,2.5,91
1993,SOCIAL HOUSING,43.675421215,-79.413941928,2.6,2.9,2.5,91
1993,TCHC,43.724383519,-79.493890173,2.8,2.6,2.8,91
1994,SOCIAL HOUSING,43.7613478406,-79.323202558,2.8,2.6,2.7,91
1994,SOCIAL HOUSING,43.662245802,-79.378638162,2.8,2.8,2.6,91
2003,SOCIAL HOUSING,43.666175286,-79.445908725,2.8,2.7,2.9,91
2008,PRIVATE,43.661847513,-79.429314532,1.7,2.8,2.7,91
2009,TCHC,43.660308626,-79.363369137,2.9,2.7,2.7,91
2009,TCHC,43.660500875,-79.36342677,2.8,2.8,2.6,91
2011,PRIVATE,43.711367099,-79.270721238,2.6,2.9,2.6,91
2013,PRIVATE,43.643820968,-79.418945224,2.5,2.9,2.7,91
2024,PRIVATE,43.71081061,-79.4788967213,2.9,2.8,2.6,91
1885,SOCIAL HOUSING,43.656179273,-79.40360132,2.6,2.8,2.7,92
1905,PRIVATE,43.672755617,-79.288300453,2.4,2.7,2.8,92
1910,SOCIAL HOUSING,43.640425518,-79.436224414,2.9,2.6,3,92
1920,PRIVATE,43.6643516007,-79.3730396358,2.6,2.8,2.6,92
1920,PRIVATE,43.684046193,-79.420909981,2.8,2.6,2.9,92
1920,PRIVATE,43.691003539,-79.395988686,2.6,2.8,2.8,92
1920,PRIVATE,43.672979168,-79.411321403,2.5,2.9,2.7,92
1920,PRIVATE,43.681968905,-79.2794672741,2.8,2.6,2.8,92
1920,PRIVATE,43.686829519,-79.422024294,2.6,2.7,2.8,92
1923,PRIVATE,43.689054388,-79.4118151,3,2.6,2.9,92
1923,PRIVATE,43.648126128,-79.489323549,2.9,2.9,2.4,92
1925,PRIVATE,43.680836511,-79.399471888,2.9,2.7,2.9,92
1925,PRIVATE,43.682584046,-79.425180892,2.9,2.9,2.4,92
1926,PRIVATE,43.665534142,-79.380527505,2.5,2.7,2.8,92
1929,PRIVATE,43.684216555,-79.421720303,2.9,2.8,2.9,92
1930,PRIVATE,43.685742821,-79.3945524551,2.8,2.7,2.9,92
1930,PRIVATE,43.655531643,-79.454594071,2.8,2.7,2.9,92
1932,PRIVATE,43.684954011,-79.419453325,3,2.6,2.8,92
1934,PRIVATE,43.672231477,-79.310292507,2.5,2.7,2.9,92
1937,PRIVATE,43.682245793,-79.400095977,2.7,2.9,2.7,92
1940,PRIVATE,43.705869232,-79.401343877,2.9,2.8,2.8,92
1940,PRIVATE,43.686324034,-79.419978065,2.9,2.9,2.6,92
1940,PRIVATE,43.660295635,-79.383058424,2.8,3,2.3,92
1947,PRIVATE,43.684372523,-79.421091966,2.8,2.7,2.9,92
1947,PRIVATE,43.6345619465,-79.4922664925,2.8,2.6,2.9,92
1949,PRIVATE,43.742839106,-79.437647168,2.2,2.8,2.7,92
1950,PRIVATE,43.760348924,-79.463172473,2.9,2.8,2.6,92
1950,PRIVATE,43.760348924,-79.463172473,3,2.9,2.6,92
1950,PRIVATE,43.730928508,-79.433908943,2.8,2.8,2.7,92
1950,PRIVATE,43.731057278,-79.4337815,3,2.8,2.7,92
1951,PRIVATE,43.6930985864,-79.480237838,3,2.7,2.7,92
1951,PRIVATE,43.711124476,-79.308133096,2.9,2.7,2.9,92
1952,PRIVATE,43.6093290014,-79.4885909687,2.6,2.9,2.6,92
1952,PRIVATE,43.662380425,-79.521303659,2.8,2.6,2.9,92
1952,PRIVATE,43.6092734269,-79.4898141501,2.6,2.8,2.7,92
1952,PRIVATE,43.710464421,-79.289768607,3,2.6,2.9,92
1952,PRIVATE,43.69920941,-79.40587277,2.9,2.8,2.7,92
1953,PRIVATE,43.6396821871,-79.4933367622,2.5,2.7,2.8,92
1953,PRIVATE,43.7199693084,-79.5144469829,2.3,2.9,2.7,92
1954,PRIVATE,43.702931813,-79.415148542,2.8,2.7,2.8,92
1954,PRIVATE,43.6746668318,-79.2776535124,2.7,2.8,2.8,92
1954,PRIVATE,43.709999677,-79.402480561,2.9,2.7,2.8,92
1954,PRIVATE,43.595211508,-79.542969424,2.5,2.8,2.7,92
1954,PRIVATE,43.7354870834,-79.3066470427,2,2.9,2.7,92
1954,PRIVATE,43.7193022696,-79.5173252308,3,2.8,2.8,92
1954,PRIVATE,43.6746668318,-79.2776535124,2.7,2.7,2.7,92
1954,PRIVATE,43.638165782,-79.485849822,2.8,2.8,2.8,92
1954,SOCIAL HOUSING,43.7102443852,-79.4780441622,2.8,2.9,2.6,92
1955,PRIVATE,43.723926554,-79.430385224,2.8,2.6,3,92
1955,PRIVATE,43.72802999,-79.298837896,3,2.9,2.5,92
1955,PRIVATE,43.6112488436,-79.4897028689,2.8,2.7,2.7,92
1955,PRIVATE,43.74289304,-79.436887268,3,2.8,2.8,92
1955,PRIVATE,43.674157704,-79.385724268,2.8,2.7,2.8,92
1955,PRIVATE,43.592625399,-79.528050439,2.9,2.8,2.7,92
1955,PRIVATE,43.687758789,-79.399725515,2.8,2.7,2.9,92
1955,PRIVATE,43.709495707,-79.507666263,2.8,2.7,2.8,92
1955,PRIVATE,43.72802999,-79.298837896,2.9,2.7,2.8,92
1955,TCHC,43.672335957,-79.305154005,2.8,2.7,2.7,92
1955,PRIVATE,43.7075785212,-79.2951531755,2.2,2.8,2.8,92
1956,PRIVATE,43.7295535678,-79.3051792736,3,2.8,2.7,92
1956,PRIVATE,43.636029442,-79.488399037,2.8,2.6,2.9,92
1956,PRIVATE,43.636923954,-79.436212784,2.5,2.6,2.9,92
1956,PRIVATE,43.708477676,-79.3002028238,2.6,2.8,2.7,92
1956,PRIVATE,43.759693301,-79.289071527,2.6,2.8,2.6,92
1957,PRIVATE,43.695189701,-79.397924593,3,2.7,2.8,92
1957,PRIVATE,43.696215068,-79.475727208,3,2.8,2.7,92
1957,PRIVATE,43.6416349795,-79.47294432,2.5,2.8,2.8,92
1957,PRIVATE,43.681900098,-79.405861723,2.8,2.7,2.9,92
1957,PRIVATE,43.731732755,-79.438166679,3,2.7,2.9,92
1957,TCHC,43.719610842,-79.440795336,2.9,2.5,2.9,92
1957,PRIVATE,43.671224238,-79.401812426,2.7,2.7,2.9,92
1958,PRIVATE,43.692772378,-79.483091733,2.8,2.8,2.6,92
1958,PRIVATE,43.721505648,-79.500811716,2.8,2.8,2.8,92
1959,PRIVATE,43.7030025746,-79.4254211861,3,2.6,2.9,92
1959,PRIVATE,43.709908517,-79.309912608,2.9,2.8,2.7,92
